Hospital,Measure,FY 2015,FY 2016,FY 2017,FY 2018,FY 2019
Inland Hospital,Total Current Liabilities,16972826,9600985,9053739,9245006,10237925
Inland Hospital,Current Long Term Debt,,557889,407408,429595,440000
Inland Hospital,Accounts Payable and Accrued Expenses,6010428,6820011,6828951,5694706,5573770
Inland Hospital,Estimated Third Party Settlements,1057787,1027805,460129,582874,428511
Inland Hospital,Due to Affiliates,1384639,1345761,1335064,2527426,3918915
Inland Hospital,Other Current Liabilities,7962083,,,,
Inland Hospital,Total Non-Current Liabilities,13308359,17315180,14959455,14712410,14204366
Inland Hospital,Long Term Debt,4973737,11627658,11183691,10719985,10375546
Inland Hospital,Estimated Third Party Settlements,2549284,2587714,323747,323747,
Inland Hospital,Due to Affiliates,,,,,
Inland Hospital,Self Insurance Fund,,,,,
Inland Hospital,Accrued Pension and Post Retiree Health Benefits,5560811,2873260,3223770,3438377,3590458
Inland Hospital,Other Non-Current Liabilities,224527,226548,228247,230301,238362
Inland Hospital,Fund Balance Unrestricted,20300385,18446438,10421431,6845976,1357389
Inland Hospital,Total Liabilities & Equity,50581570,45362603,34434625,30803392,25799680
Inland Hospital,Total Restricted Assets,2785451,2733986,2947804,3038379,3146084
Inland Hospital,Cash and Investments,2785451,2733986,2947804,3038379,3146084
Inland Hospital,Receivables,,,,,
Inland Hospital,Other Assets,,,,,
Inland Hospital,Total Restricted Liabilities and Equity,2785450,2733986,2947804,3038379,3146084
Inland Hospital,Total Restricted Fund Balance,2785450,2733986,2947804,3038379,3146084
Inland Hospital,Total Liabilities,,,,,
Inland Hospital,Temporarily Restricted Net Assets,694587,505376,689863,753656,855990
Inland Hospital,Permanently Restricted Net Assets,2090863,2228610,2257941,2284723,2290094
Inland Hospital,Total Gross Patient Service Revenue,,127144903,140236728,151209307,143823737
Inland Hospital,Gross Inpatient Service Revenue,25254680,28536558,27466956,24576295,26508342
Inland Hospital,Gross Outpatient Service Revenue,101890223,111700170,123742351,119247442,109385802
Inland Hospital,Free Care,,,2979255,2215897,1625986
Inland Hospital,Bad Debt,,,,,5561575
Inland Hospital,Contractuals,51780958,61996716,68404956,65948576,67450085
Inland Hospital,Changes in Prior Year Estimated/Final Settlements,-1014442,347955,86000,-898863,-966288
Inland Hospital,Net Patient Service Revenue,67837557,70579396,74898544,71608277,63695324
Inland Hospital,Other Operating Revenue,3585723,3018182,3398370,3695434,6056454
Inland Hospital,Total Operating Revenue,71423280,73597578,78296914,75303711,69751778
Inland Hospital,Total Operating Expenses,71201481,74186676,77356010,78312567,75115984
Inland Hospital,Depreciation and Amortization,2642302,2782317,1966841,1866775,1730123
Inland Hospital,Interest,461152,514029,516034,474789,455111
Inland Hospital,Advertising Expenses,323317,245596,276043,164399,205747
Inland Hospital,Allowed Advertising Expenses,,,,,
Inland Hospital,Non-Allowed Advertising Expenses,323317,245596,276043,164399,205747
Inland Hospital,Salaries and Benefits,37089356,38357225,39931843,36847323,35782235
Inland Hospital,Other Operating Expenses,30685354,32287509,34665249,38959281,36942768
Inland Hospital,Net Operating Income,221799,-589098,940904,-3008856,-5364206
Inland Hospital,Total Non-Operating Revenue,160382,191471,531037,10197,92
Inland Hospital,Total Investment Income,160382,191471,531037,10197,92
Inland Hospital,Interest and Dividends,183957,177175,38126,4936,92
Inland Hospital,Realized Gains/Losses on Sales of Securities,-23575,14296,492911,5261,
Inland Hospital,Permanently Impaired Security Writedowns,,,,,
Inland Hospital,Gains/Losses on Joint Ventures/Equity Investments,,,,,
Inland Hospital,Permanently Impaired Writedowns of Other Assets,,,,,
Inland Hospital,Other Non-Operating Revenues,,,,,
Inland Hospital,Excess of Revenue over Expenses,382181,-397627,1471941,-2998659,-5364114
Inland Hospital,Extraordinary Gains/Losses,,,,,
Inland Hospital,Total Surplus/Deficit,382181,-397627,1471941,-2998659,-5364114
Inland Hospital,Total Change in Unrestricted Net Assets,-1163359,-1853947,-8025007,-3575453,-5488587
Inland Hospital,Net Assets Released for Restrictions,,,274447,235845,94332
Inland Hospital,Unrealized Gains/Losses on Investments,75432,312120,-610868,67889,68944
Inland Hospital,Minimum Pension Liability Adjustment,,,,,
Inland Hospital,Transfers From/To Affiliates,-1895419,-2004285,-8980412,-644683,-328559
Inland Hospital,Mergers,,,,,
Inland Hospital,Consolidations with Support,,,,,
Inland Hospital,Other Changes,,,,,
LincolnHealth,Total Current Assets,23276933,18625673,25916142,22440770,26146135
LincolnHealth,Cash and Investment,5403789,3808523,4986941,2212021,516593
LincolnHealth,Current Assets Whose Use is Limited,384487,418071,417862,432909,547590
LincolnHealth,Net Patient Accounts Receivable,9434425,9522684,9817762,10000769,10412735
LincolnHealth,Due from Affiliates,5488024,102123,3445101,3244281,2512049
LincolnHealth,Third Party Settlements Receivable,,2103916,4720894,3830658,9207081
LincolnHealth,Other Accounts Receivable,,,,,
LincolnHealth,Inventory,1850275,1966127,2010675,2215661,2428111
LincolnHealth,Other Current Assets,715933,704229,516907,504471,521976
LincolnHealth,Total Non-Current Assets,43808022,44818289,46247558,56095908,52867124
LincolnHealth,Trustee Held Investments,,,,,
LincolnHealth,Board Designated and Undesignated Investments,8947031,7626999,8477561,6615485,3615401
LincolnHealth,Due from Affiliates,,,,,
LincolnHealth,Investment in Affiliates,1872000,1872000,1872000,1872000,1872000
LincolnHealth,Other Non-Current Assets,571571,594455,592942,581183,600651
LincolnHealth,"Gross Property, Plant and Equipment",,79709094,83878873,87650407,102059834
LincolnHealth,Accumulated Depreciation,47291674,49154038,52345352,55032594,57813618
LincolnHealth,"Net Property, Plant and Equipment",,32417420,34724835,35305055,47027240
LincolnHealth,Total Unrestricted Assets,67084955,63443962,72163700,78536678,79013259
LincolnHealth,Total Current Liabilities,9981166,5131314,13008383,18439470,15130694
LincolnHealth,Current Long Term Debt,,1071042,1405784,1517110,1473256
LincolnHealth,Accounts Payable and Accrued Expenses,3150121,2861432,4075530,6044492,4615639
LincolnHealth,Estimated Third Party Settlements,507078,,,,5092902
LincolnHealth,Due to Affiliates,5161747,672869,7229804,10754910,3659736
LincolnHealth,Other Current Liabilities,91178,191229,185939,166812,280400
LincolnHealth,Total Non-Current Liabilities,12750046,14743906,14691025,13013910,11105329
LincolnHealth,Long Term Debt,12454297,12439516,11044769,9625707,8219204
LincolnHealth,Estimated Third Party Settlements,,,,,
LincolnHealth,Due to Affiliates,,,,,
LincolnHealth,Self Insurance Fund,,,,,
LincolnHealth,Accrued Pension and Post Retiree Health Benefits,,,,,
LincolnHealth,Other Non-Current Liabilities,295749,2304390,3646256,3388203,2886125
LincolnHealth,Fund Balance Unrestricted,44353743,43568742,44464292,47083298,52777236
LincolnHealth,Total Liabilities & Equity,67084955,63443962,72163700,78536678,79013259
LincolnHealth,Total Restricted Assets,6477389,6868460,8169781,8005548,7959927
LincolnHealth,Cash and Investments,5677389,6066018,6286477,6455830,6974315
LincolnHealth,Receivables,800000,802442,1883304,1549718,985612
LincolnHealth,Other Assets,,,,,
LincolnHealth,Total Restricted Liabilities and Equity,6477389,6868460,8169781,8005548,7959927
LincolnHealth,Total Restricted Fund Balance,6477389,6868460,8169781,8005548,7959927
LincolnHealth,Total Liabilities,,,,,
LincolnHealth,Temporarily Restricted Net Assets,1408755,1609291,2605029,2653890,2253444
LincolnHealth,Permanently Restricted Net Assets,5068634,5259169,5564752,5351658,5706483
LincolnHealth,Total Gross Patient Service Revenue,,113193499,121327052,129542115,136610319
LincolnHealth,Gross Inpatient Service Revenue,38170528,37872843,40414741,42375101,43161601
LincolnHealth,Gross Outpatient Service Revenue,75022971,83454209,89127374,94235218,101782081
LincolnHealth,Free Care,,,3246981,4261969,4059092
LincolnHealth,Bad Debt,,,,,3361191
LincolnHealth,Contractuals,39051386,40652275,43067694,43199076,49450495
LincolnHealth,Changes in Prior Year Estimated/Final Settlements,-5627000,-973000,-2222000,-584000,-2684452
LincolnHealth,Net Patient Service Revenue,73160941,72805680,79470135,85209941,89524936
LincolnHealth,Other Operating Revenue,1466475,4279485,2717188,2498873,3728752
LincolnHealth,Total Operating Revenue,74627416,77085165,82187323,87708814,93253688
LincolnHealth,Total Operating Expenses,71637500,75085823,79402198,84572681,90814775
LincolnHealth,Depreciation and Amortization,2977759,3432331,3886940,4395404,5097279
LincolnHealth,Interest,683045,689520,646794,582760,526960
LincolnHealth,Advertising Expenses,87046,68137,56734,64234,22096
LincolnHealth,Allowed Advertising Expenses,73292,58364,38626,48143,13954
LincolnHealth,Non-Allowed Advertising Expenses,13754,9773,18108,16091,8142
LincolnHealth,Salaries and Benefits,28770775,30494914,31705684,32769856,34911104
LincolnHealth,Other Operating Expenses,39118875,40400921,43106046,46760427,50257336
LincolnHealth,Net Operating Income,2989916,1999342,2785125,3136133,2438913
LincolnHealth,Total Non-Operating Revenue,1447935,815874,1292251,917545,981503
LincolnHealth,Total Investment Income,1142691,489838,1048261,-10004,971120
LincolnHealth,Interest and Dividends,202594,188488,135158,395248,139938
LincolnHealth,Realized Gains/Losses on Sales of Securities,940097,301350,913103,-405252,831182
LincolnHealth,Permanently Impaired Security Writedowns,,,,,
LincolnHealth,Gains/Losses on Joint Ventures/Equity Investments,,,,,
LincolnHealth,Permanently Impaired Writedowns of Other Assets,,,,,
LincolnHealth,Other Non-Operating Revenues,,,,305244,326036
LincolnHealth,Excess of Revenue over Expenses,4437851,2815216,4077376,4053678,3420416
LincolnHealth,Extraordinary Gains/Losses,,,,,
LincolnHealth,Total Surplus/Deficit,4437851,2815216,4077376,4053678,3420416
LincolnHealth,Total Change in Unrestricted Net Assets,1091095,-785001,895550,2619006,5693938
LincolnHealth,Net Assets Released for Restrictions,,,241313,183537,1372562
LincolnHealth,Unrealized Gains/Losses on Investments,-1132666,72198,-140881,900539,-998740
LincolnHealth,Minimum Pension Liability Adjustment,,,,,
LincolnHealth,Transfers From/To Affiliates,-2455403,-3855952,-4413507,-3020175,2575651
LincolnHealth,Mergers,,,,,
LincolnHealth,Consolidations with Support,,,,,
LincolnHealth,Other Changes,,,,,
Maine Behavioral Healthcare,Total Current Assets,23749882,23861807,24007597,22431254,6880000
Maine Behavioral Healthcare,Cash and Investment,16375736,15321421,15067187,15880050,27000
Maine Behavioral Healthcare,Current Assets Whose Use is Limited,406965,406840,407634,412384,415000
Maine Behavioral Healthcare,Net Patient Accounts Receivable,5683738,6261621,7910218,5107060,5508000
Maine Behavioral Healthcare,Due from Affiliates,591669,411232,,,
Maine Behavioral Healthcare,Third Party Settlements Receivable,,,,,
Maine Behavioral Healthcare,Other Accounts Receivable,402673,1188816,152379,655588,540000
Maine Behavioral Healthcare,Inventory,132279,138507,131383,124090,122000
Maine Behavioral Healthcare,Other Current Assets,156822,133370,338796,252082,268000
Maine Behavioral Healthcare,Total Non-Current Assets,28514455,28284742,27249988,28545321,26937000
Maine Behavioral Healthcare,Trustee Held Investments,106229,113823,121773,130316,139000
Maine Behavioral Healthcare,Board Designated and Undesignated Investments,454395,225927,206890,213873,
Maine Behavioral Healthcare,Due from Affiliates,,,,,
Maine Behavioral Healthcare,Investment in Affiliates,,,,,
Maine Behavioral Healthcare,Other Non-Current Assets,1472848,1825255,1657319,2359648,1628000
Maine Behavioral Healthcare,"Gross Property, Plant and Equipment",,46398548,47323066,45306646,47455504
Maine Behavioral Healthcare,Accumulated Depreciation,19917565,21203329,20042640,21614020,23668000
Maine Behavioral Healthcare,"Net Property, Plant and Equipment",,26480983,26119737,25264006,25841484
Maine Behavioral Healthcare,Total Unrestricted Assets,52264337,52146549,51257585,50976575,33817000
Maine Behavioral Healthcare,Total Current Liabilities,6147242,7983118,7650738,7673374,7738000
Maine Behavioral Healthcare,Current Long Term Debt,,1363792,1393476,1204872,1096426
Maine Behavioral Healthcare,Accounts Payable and Accrued Expenses,4783450,4592969,5491822,5223676,5746000
Maine Behavioral Healthcare,Estimated Third Party Settlements,,,203358,616979,769000
Maine Behavioral Healthcare,Due to Affiliates,,,655998,604930,33000
Maine Behavioral Healthcare,Other Current Liabilities,,1996673,94688,131363,73000
Maine Behavioral Healthcare,Total Non-Current Liabilities,31243984,30202672,27314814,25432580,22897000
Maine Behavioral Healthcare,Long Term Debt,20607263,19236362,18053301,16905952,15737000
Maine Behavioral Healthcare,Estimated Third Party Settlements,10199533,10522974,8830883,8119027,6946000
Maine Behavioral Healthcare,Due to Affiliates,,,,,
Maine Behavioral Healthcare,Self Insurance Fund,,,,,
Maine Behavioral Healthcare,Accrued Pension and Post Retiree Health Benefits,,,,,
Maine Behavioral Healthcare,Other Non-Current Liabilities,437188,443336,430630,407601,214000
Maine Behavioral Healthcare,Fund Balance Unrestricted,14873111,13960759,16292033,17870621,3182000
Maine Behavioral Healthcare,Total Liabilities & Equity,52264337,52146549,51257585,50976575,33817000
Maine Behavioral Healthcare,Total Restricted Assets,1816445,1931695,2173902,3290647,4304000
Maine Behavioral Healthcare,Cash and Investments,1816445,1803797,2040229,2350613,2629000
Maine Behavioral Healthcare,Receivables,,,,800000,1540000
Maine Behavioral Healthcare,Other Assets,,127898,133673,140034,135000
