Hospital,Measure,FY 2020,FY 2021,FY 2022,FY 2023,FY 2024
Millinocket Regional Hospital,Total Restricted Liabilities and Equity,204797,280886,248677,1299532,921422
Millinocket Regional Hospital,Total Restricted Fund Balance,203130,279219,248677,1299532,921422
Millinocket Regional Hospital,Total Liabilities,1667,1667,,,
Millinocket Regional Hospital,Temporarily Restricted Net Assets,198026,274078,248677,1299532,921422
Millinocket Regional Hospital,Permanently Restricted Net Assets,5104,5141,,,
Millinocket Regional Hospital,Total Gross Patient Service Revenue,46350613,47052740,55245071,52276918,55549061
Millinocket Regional Hospital,Gross Inpatient Service Revenue,4116045,3434530,7737657,6017307,5537626
Millinocket Regional Hospital,Gross Outpatient Service Revenue,42234568,43618210,47507414,46259611,50011435
Millinocket Regional Hospital,Free Care (Charity Care),455585,225693,351831,201165,409021
Millinocket Regional Hospital,Bad Debt (Provision for Bad Debt),2283485,1459251,1657352,595869,1220214
Millinocket Regional Hospital,Contractuals,18466087,19635005,23892126,22881287,23967889
Millinocket Regional Hospital,Changes in Prior Year Estimated/Final Settlements,-30000,,-180000,-286000,-71000
Millinocket Regional Hospital,Net Patient Service Revenue,25175456,25732791,29523762,28884597,30022937
Millinocket Regional Hospital,Other Operating Revenue,3006517,6506921,2239290,1123420,745441
Millinocket Regional Hospital,Total Operating Revenue,28181973,32239712,31763052,30008017,30768378
Millinocket Regional Hospital,Total Operating Expenses,28509850,28863299,31258821,31100857,33263560
Millinocket Regional Hospital,Deprecation and Amoritization,606673,621339,613883,713655,694429
Millinocket Regional Hospital,Interest,150669,143419,137030,176822,113142
Millinocket Regional Hospital,Advertising Expenses,8826,8352,7405,5341,5550
Millinocket Regional Hospital,Allowed Advertising Expenses,8826,8352,7405,5341,5550
Millinocket Regional Hospital,Non-Allowed Advertising Expenses,,,,,
Millinocket Regional Hospital,Salaries and Benefits,17048981,17364793,17473599,17097995,17244433
Millinocket Regional Hospital,Other Operating Expenses,10694701,10725396,13026904,13107044,15206006
Millinocket Regional Hospital,Net Operating Income,-327877,3376413,504231,-1092840,-2495182
Millinocket Regional Hospital,Total Non-Operating Revenue,320644,476186,-22582,175152,319809
Millinocket Regional Hospital,Total Investment Income,272046,101923,-145255,236498,318430
Millinocket Regional Hospital,Interest and Dividends,67016,101923,-145255,236498,318430
Millinocket Regional Hospital,Realized Gains/Losses on Sales of Securities,205030,,,,
Millinocket Regional Hospital,Permanently Impaired Security Write Downs,,,,,
Millinocket Regional Hospital,Gains/Losses on Joint Ventures/Equity Investments,-69383,182236,,-62416,
Millinocket Regional Hospital,Permanently Impaired Writedowns of Other Assets,,-54974,,,
Millinocket Regional Hospital,"Other Non Operating Revenues (Gifts, Bequests,",117981,247001,122673,1070,1379
Millinocket Regional Hospital,Excess of Revenue Over Expenses,-7233,3852599,481649,-917688,-2175373
Millinocket Regional Hospital,Extraordinary Gains/Losses,,,,,
Millinocket Regional Hospital,Total Surplus/Deficit,-7233,3852599,481649,-917688,-2175373
Millinocket Regional Hospital,Total Change in Unrestricted Net Assets,313406,3911166,445093,131780,-2141341
Millinocket Regional Hospital,Net Assets Released for Restrictions - Capital,400199,62685,-153216,-150212,-526721
Millinocket Regional Hospital,Unrealized Gains/Losses on Investments,-79560,-4118,-6013,-1387,2400
Millinocket Regional Hospital,Minimum Pension Liability Adjustment,,,,,
Millinocket Regional Hospital,Transfers from/To Affiliates,,,,,
Millinocket Regional Hospital,Mergers,,,,,
Millinocket Regional Hospital,Consolidations with Support Organizations,,,,,
Millinocket Regional Hospital,Other Changes,,,122673,1201067,558353
Mount Desert Island Hospital,Total Current Assets,24005973,29912751,28832860,24143253,22228770
Mount Desert Island Hospital,Cash and Investments,16037261,19540515,16355072,7105457,5143507
Mount Desert Island Hospital,Current Assets Whose Use is Limited,327750,553604,303238,301288,576682
Mount Desert Island Hospital,Net Patient Accounts Receivable,6548254,8668559,10742207,15467797,14653124
Mount Desert Island Hospital,Due From Affiliates,,,76106,81593,183733
Mount Desert Island Hospital,Third Party Settlements,,,,,115964
Mount Desert Island Hospital,Other Accounts Receivable,,,,,
Mount Desert Island Hospital,Inventory,531470,510114,554048,530674,627030
Mount Desert Island Hospital,Other Current Assets,561238,639959,802189,656444,928730
Mount Desert Island Hospital,Total Non-Current Assets,37205670,46738801,46550788,46132551,54580336
Mount Desert Island Hospital,Trustee Held Investments,,6183792,,,3254330
Mount Desert Island Hospital,Board Designated & Undesignated Investments,6142014,9239943,11604318,11858247,11388455
Mount Desert Island Hospital,Due from Affiliates,2895763,1933468,1573677,1311794,1268498
Mount Desert Island Hospital,Investment in Affiliates,,,,,
Mount Desert Island Hospital,Other Non-Current Assets,6686717,5721680,5939698,5750069,4542430
Mount Desert Island Hospital,"Gross Property, Plant and Equipment (PP&E)",56517836,58193619,62529081,64830736,74510295
Mount Desert Island Hospital,Accumulated Deprecation,35036660,34533701,35095986,37618295,40383672
Mount Desert Island Hospital,"Net Property, Plant and Equipment (PP&E)",21481176,23659918,27433095,27212441,34126623
Mount Desert Island Hospital,Total Unrestricted Assets,61211643,76651552,75383648,70275804,76809106
Mount Desert Island Hospital,Total Current Liabilities,16038584,24338669,17115605,15763219,13689845
Mount Desert Island Hospital,Current Long Term Debt (LTD),1420722,1403859,848215,579497,847990
Mount Desert Island Hospital,Accounts Payable Plus Accrued Expenses,7690651,9191963,8859825,10865388,12808105
Mount Desert Island Hospital,Estimated Third Party Settlements,6927211,8491036,7407565,4314714,
Mount Desert Island Hospital,Due to Affiliates,,,,,
Mount Desert Island Hospital,Other Current Liabilities,,5251811,,3620,33750
Mount Desert Island Hospital,Total Non-Current Liabilities,20756888,18812681,15004066,14705851,20012698
Mount Desert Island Hospital,Long Term Debt (LTD),13345936,12372942,8863445,8834116,15244223
Mount Desert Island Hospital,Estimated Third Party Settlements,,,,,
Mount Desert Island Hospital,Due to Affiliate,399807,399807,,,
Mount Desert Island Hospital,Self Insurance Fund,,,,,
Mount Desert Island Hospital,Accrued Pension and Post Retiree Health Benefits,,,,,
Mount Desert Island Hospital,Other Non-Current Liabilities,7011145,6039932,6140621,5871735,4768475
Mount Desert Island Hospital,Fund Balance Unrestricted,24416171,33500202,43263977,39806734,43106563
Mount Desert Island Hospital,Total Liabilities and Equity,61211643,76651552,75383648,70275804,76809106
Mount Desert Island Hospital,Total Restricted Assets,3972233,5998389,8916977,9757842,29213979
Mount Desert Island Hospital,Cash and Investments,2264045,2689758,3393064,5392286,7916074
Mount Desert Island Hospital,Receivables,68957,1289574,3674606,2595320,19443030
Mount Desert Island Hospital,Other Assets,1639231,2019057,1849307,1770236,1854875
Mount Desert Island Hospital,Total Restricted Liabilities and Equity,3972233,5998389,8916977,9757842,29213979
Mount Desert Island Hospital,Total Restricted Fund Balance,3972233,5998389,8916977,9757842,29213979
Mount Desert Island Hospital,Total Liabilities,,,,,
Mount Desert Island Hospital,Temporarily Restricted Net Assets,1896357,3542687,6631026,7550961,26922459
Mount Desert Island Hospital,Permanently Restricted Net Assets,2075876,2455702,2285951,2206881,2291520
Mount Desert Island Hospital,Total Gross Patient Service Revenue,99107986,105746202,120408731,128151931,139366627
Mount Desert Island Hospital,Gross Inpatient Service Revenue,18597897,18880399,22932113,25104754,24035190
Mount Desert Island Hospital,Gross Outpatient Service Revenue,80510089,86865803,97476618,103047177,115331437
Mount Desert Island Hospital,Free Care (Charity Care),524091,658163,134991,323372,772166
Mount Desert Island Hospital,Bad Debt (Provision for Bad Debt),5975022,4350138,3542774,5266965,5881991
Mount Desert Island Hospital,Contractuals,33396814,36821776,44032606,46243901,55618150
Mount Desert Island Hospital,Changes in Prior Year Estimated/Final Settlements,-1400000,190000,-900000,1523500,-3248000
Mount Desert Island Hospital,Net Patient Service Revenue,60612059,63726125,73598360,74794193,80342320
Mount Desert Island Hospital,Other Operating Revenue,6233559,13158707,11143241,4608103,3895368
Mount Desert Island Hospital,Total Operating Revenue,66845618,76884832,84741601,79402296,84237688
Mount Desert Island Hospital,Total Operating Expenses,65243491,68984744,75858322,82848238,84455715
Mount Desert Island Hospital,Deprecation and Amoritization,1869272,1997602,1915305,2616288,2828563
Mount Desert Island Hospital,Interest,513334,331311,214430,409630,409774
Mount Desert Island Hospital,Advertising Expenses,209669,125948,144906,386194,965287
Mount Desert Island Hospital,Allowed Advertising Expenses,,,,,
Mount Desert Island Hospital,Non-Allowed Advertising Expenses,209669,125948,144906,386194,965287
Mount Desert Island Hospital,Salaries and Benefits,42047885,43154241,47590626,50607117,51258961
Mount Desert Island Hospital,Other Operating Expenses,20603331,23375642,25993055,28829009,28993130
Mount Desert Island Hospital,Net Operating Income,1602127,7900088,8883279,-3445942,-218027
Mount Desert Island Hospital,Total Non-Operating Revenue,-255991,1007555,404835,-184905,242559
Mount Desert Island Hospital,Total Investment Income,2178,1154412,-2031167,440439,1440076
Mount Desert Island Hospital,Interest and Dividends,109494,156555,133083,26192,503504
Mount Desert Island Hospital,Realized Gains/Losses on Sales of Securities,-107316,997857,-2164250,414247,936572
Mount Desert Island Hospital,Permanently Impaired Security Write Downs,,,,,
Mount Desert Island Hospital,Gains/Losses on Joint Ventures/Equity Investments,,,,,
Mount Desert Island Hospital,Permanently Impaired Writedowns of Other Assets,,,,,
Mount Desert Island Hospital,"Other Non Operating Revenues (Gifts, Bequests,",-258169,-146857,2436002,-625344,-1197517
Mount Desert Island Hospital,Excess of Revenue Over Expenses,1346136,8907643,9288114,-3630847,24532
Mount Desert Island Hospital,Extraordinary Gains/Losses,,,,,
Mount Desert Island Hospital,Total Surplus/Deficit,1346136,8907643,9288114,-3630847,24532
Mount Desert Island Hospital,Total Change in Unrestricted Net Assets,1830547,9084031,9763775,-3457243,3299829
Mount Desert Island Hospital,Net Assets Released for Restrictions - Capital,484411,176388,475661,173604,3275297
Mount Desert Island Hospital,Unrealized Gains/Losses on Investments,,,,,
Mount Desert Island Hospital,Minimum Pension Liability Adjustment,,,,,
Mount Desert Island Hospital,Transfers from/To Affiliates,,,,,
Mount Desert Island Hospital,Mergers,,,,,
Mount Desert Island Hospital,Consolidations with Support Organizations,,,,,
Mount Desert Island Hospital,Other Changes,,,,,
New England Rehabilitation Hospital,Total Current Assets,11534862,12018108,9476391,11011060,5550730
New England Rehabilitation Hospital,Cash and Investments,3958324,5639027,3269540,4949038,91340
New England Rehabilitation Hospital,Current Assets Whose Use is Limited,,,,,
New England Rehabilitation Hospital,Net Patient Accounts Receivable,7189703,6034960,5932738,5798004,5170643
New England Rehabilitation Hospital,Due From Affiliates,,,,,
New England Rehabilitation Hospital,Third Party Settlements,,,,,
New England Rehabilitation Hospital,Other Accounts Receivable,,,,,
New England Rehabilitation Hospital,Inventory,120006,95242,88529,93727,90615
New England Rehabilitation Hospital,Other Current Assets,266829,248879,185584,170291,198132
New England Rehabilitation Hospital,Total Non-Current Assets,4342267,12198419,12580648,13346290,14238223
New England Rehabilitation Hospital,Trustee Held Investments,,,,,
New England Rehabilitation Hospital,Board Designated & Undesignated Investments,,,,,
New England Rehabilitation Hospital,Due from Affiliates,,,,2737079,5473836
New England Rehabilitation Hospital,Investment in Affiliates,,,,,
New England Rehabilitation Hospital,Other Non-Current Assets,,10120869,8829607,7489722,6099586
New England Rehabilitation Hospital,"Gross Property, Plant and Equipment (PP&E)",20965980,6741868,8579187,7848247,8043186
New England Rehabilitation Hospital,Accumulated Deprecation,16623713,4664318,4828146,4728758,5378385
New England Rehabilitation Hospital,"Net Property, Plant and Equipment (PP&E)",4342267,2077550,3751041,3119489,2664801
New England Rehabilitation Hospital,Total Unrestricted Assets,15877129,24216527,22057039,24357350,19788953
New England Rehabilitation Hospital,Total Current Liabilities,5253001,7825297,4422967,4952248,7301769
New England Rehabilitation Hospital,Current Long Term Debt (LTD),995609,1298748,1347366,1404694,1456638
New England Rehabilitation Hospital,Accounts Payable Plus Accrued Expenses,1799837,2055505,1565331,1555287,2196727
New England Rehabilitation Hospital,Estimated Third Party Settlements,41155,150454,259540,129638,262437
New England Rehabilitation Hospital,Due to Affiliates,1711000,2644000,830000,1835000,3359593
New England Rehabilitation Hospital,Other Current Liabilities,705400,1676590,420730,27629,26374
New England Rehabilitation Hospital,Total Non-Current Liabilities,2794716,9834324,8382044,6775060,5138469
New England Rehabilitation Hospital,Long Term Debt (LTD),2427827,9760725,8265348,6719716,5122141
New England Rehabilitation Hospital,Estimated Third Party Settlements,,,,,
New England Rehabilitation Hospital,Due to Affiliate,,,,,
New England Rehabilitation Hospital,Self Insurance Fund,,,,,
New England Rehabilitation Hospital,Accrued Pension and Post Retiree Health Benefits,,,,,
New England Rehabilitation Hospital,Other Non-Current Liabilities,366889,73599,116696,55344,16328
New England Rehabilitation Hospital,Fund Balance Unrestricted,7829412,6556906,9252028,12630042,7348715
New England Rehabilitation Hospital,Total Liabilities and Equity,15877129,24216527,22057039,24357350,19788953
New England Rehabilitation Hospital,Total Restricted Assets,,,,,
